date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,complaint_id,clean_text,year_month,word_count
2025-06-12,debt_collection,Telecommunications debt,Written notification about debt,Didn't receive notice of right to dispute,"Account XXXX XXXX XXXX XXXX # XXXX I'm unaware of this debt and did not have the opportunity to dispute the account. If you believe you sent proper notification, please provide 'Certified Mail ' with receipt displaying my signature. If not, please delete account # XXXX as soon as possible from my report or I will have to take legal action.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNRISE CREDIT SERVICES, INC",NC,28214,Servicemember,Consent provided,Web,6/12/2025,Closed with explanation,Yes,,14038477,"account xxxx xxxx xxxx xxxx xxxx im unaware of this debt and did not have the opportunity to dispute the account. if you believe you sent proper notification, please provide certified mail with receipt displaying my signature. if not, please delete account xxxx as soon as possible from my report or i will have to take legal action.",2025-06,58
2025-06-09,credit_card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"Although the account had been deemed closed, I continued to make payments towards the dept, however, they requested that I pay XXXX as a minimal payment, which I could not afford, however, I did forward XXXX, dollars per month towards the dept. The problem here however, is that the continued XXXX dollars per month was never included towards the dept. They just very simply kept my monies without applying it towards the overall dept. Their explanation to me was that since I did not forward the latter XXXX, the XXXX dollars served as interest towards the dept. First, there was no practical reason for them to charge me an increase of XXXX, for missing one payment, and at no time had I violated any rule, regular, or policy of agreement, with this creditor. And was consistently paying over the minimal amount initially requested monthly. I want all those XXXX dollar payments accredited to my dept balance! So that this account can be paid off, in a fair and equitable way.",Company believes it acted appropriately as authorized by contract or law,Atlanticus Services Corporation,NY,11212,Older American,Consent provided,Web,6/9/2025,Closed with monetary relief,Yes,,13965746,"although the account had been deemed closed, i continued to make payments towards the dept, however, they requested that i pay xxxx as a minimal payment, which i could not afford, however, i did forward xxxx, dollars per month towards the dept. the problem here however, is that the continued xxxx dollars per month was never included towards the dept. they just very simply kept my monies without applying it towards the overall dept. their explanation to me was that since i did not forward the latter xxxx, the xxxx dollars served as interest towards the dept. first, there was no practical reason for them to charge me an increase of xxxx, for missing one payment, and at no time had i violated any rule, regular, or policy of agreement, with this creditor. and was consistently paying over the minimal amount initially requested monthly. i want all those xxxx dollar payments accredited to my dept balance! so that this account can be paid off, in a fair and equitable way.",2025-06,170
2025-06-09,mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,On XX/XX/XXXX2025 a gentleman called me from M & T Bank stating they were attempting to collect a debt ; however the account is current. I inquired what debt they were collecting when payment was made XX/XX/XXXX & due XXXX. The next payment is not due until XXXX. I kept inquiring what debt he was collecting and he became upset and unprofessional. He then stated yes you're due XXXX when would you like to make a payment. I asked why is that debt collection when the account is current The call was then disconnected. Then again on XX/XX/XXXX2025 we received another debt collection call from M & T XXXX  when there is no debt and the account is current as of XXXX XXXX when we completed a rate reduction and updated terms with a va plan. My husband also received these illegal contact calls.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,TX,78109,Servicemember,Consent provided,Web,6/9/2025,Closed with explanation,Yes,,13966688,on xxxxxxxx2025 a gentleman called me from m t bank stating they were attempting to collect a debt ; however the account is current. i inquired what debt they were collecting when payment was made xxxxxxxx due xxxx. the next payment is not due until xxxx. i kept inquiring what debt he was collecting and he became upset and unprofessional. he then stated yes youre due xxxx when would you like to make a payment. i asked why is that debt collection when the account is current the call was then disconnected. then again on xxxxxxxx2025 we received another debt collection call from m t xxxx when there is no debt and the account is current as of xxxx xxxx when we completed a rate reduction and updated terms with a va plan. my husband also received these illegal contact calls.,2025-06,141
2025-06-08,savings,Checking account,Managing an account,Problem accessing account,"Got locked out of my account because I was trying to link my bank account to my XXXX and called customary service to get my account unlocked. Got told that I needed an account number and or debit card number which I dont have since I cant access my account and the delivery date for card hadnt arrived. So I suggested using my social security number as verification which they agreed. I was told to provide my secret word which I have no recollection of being told to provide at all. I was told that it was my mothers maiden name which I proceeded to provide and was told that it was wrong. Kept trying to provide other forms of ID as proof and was shut down immediately by the customer service rep. Called a few days later after the card was supposed to be shipped to my location ( card was never sent to me till this day ) and requested for a status for when I could receive my card and they refused to provide me with that information because I didnt have sufficient proof of identification spoke with a manager today about this and they didnt even try to help at all and shut me down instantly as well. Now I dont have access to my funds, havent received any debit card from this institution and havent been provided with a solution.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MI,49401,Servicemember,Consent provided,Web,6/8/2025,Closed with explanation,Yes,,13960106,"got locked out of my account because i was trying to link my bank account to my xxxx and called customary service to get my account unlocked. got told that i needed an account number and or debit card number which i dont have since i cant access my account and the delivery date for card hadnt arrived. so i suggested using my social security number as verification which they agreed. i was told to provide my secret word which i have no recollection of being told to provide at all. i was told that it was my mothers maiden name which i proceeded to provide and was told that it was wrong. kept trying to provide other forms of id as proof and was shut down immediately by the customer service rep. called a few days later after the card was supposed to be shipped to my location card was never sent to me till this day and requested for a status for when i could receive my card and they refused to provide me with that information because i didnt have sufficient proof of identification spoke with a manager today about this and they didnt even try to help at all and shut me down instantly as well. now i dont have access to my funds, havent received any debit card from this institution and havent been provided with a solution.",2025-06,233
2025-06-11,credit_card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,I was trying to log into my account and it would not let me because the company supposedly sent a new credit card. I do not have said credit card. The Citibank system will not let you log into your account. I called to have them clear this and they would not stating that they had to send a new card and it had to be activated before I can get into my account. In the mean time I am paying interest on a balance I can't pay off because I can can't get into the account. There are no physical locations. This company is sham. I will NEVER open another account with them.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,XXXXX,,Consent provided,Web,6/11/2025,Closed with explanation,Yes,,14025020,i was trying to log into my account and it would not let me because the company supposedly sent a new credit card. i do not have said credit card. the citibank system will not let you log into your account. i called to have them clear this and they would not stating that they had to send a new card and it had to be activated before i can get into my account. in the mean time i am paying interest on a balance i cant pay off because i can cant get into the account. there are no physical locations. this company is sham. i will never open another account with them.,2025-06,114
2025-06-11,debt_collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"XXXX XXXX, a collection account from a XXXX XXXX XXXX XXXX appeared on my XXXX  credit report in the amount of {$1400.00}. Also want to add that this dropped my XXXX score from XXXX to XXXX just as I was getting a pre approval for a mortgage loan. I responded by sending a certified mail dispute letter to XXXX on XXXX, asking for proof that this debt is valid. I have not received a response yet.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"HOVG, LLC",PA,19027,,Consent provided,Web,6/11/2025,Closed with explanation,Yes,,14027018,"xxxx xxxx, a collection account from a xxxx xxxx xxxx xxxx appeared on my xxxx credit report in the amount of 1400.00. also want to add that this dropped my xxxx score from xxxx to xxxx just as i was getting a pre approval for a mortgage loan. i responded by sending a certified mail dispute letter to xxxx on xxxx, asking for proof that this debt is valid. i have not received a response yet.",2025-06,76
2025-06-07,debt_collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"To the Consumer Financial Protection Bureau, I am writing to confirm that I, XXXX XXXX XXXX, am the person who submitted the attached debt validation letter regarding Zions Debt Holdings and the account related to XXXX XXXX XXXX I submitted this letter myself in good faith, and it is not on behalf of anyone else. 

If there is any confusion or need for verification, I am happy to confirm my identity. You may reach me directly at XXXX or by email at XXXX. 

Thank you for your time and for helping ensure that my rights under the Fair Debt Collection Practices Act and the Fair Credit Reporting Act are protected. 

Sincerely, XXXX XXXX XXXX XXXX XXXX Ct XXXX, GA XXXX",Company believes the complaint provided an opportunity to answer consumer's questions,Zions Debt Holdings,GA,XXXXX,,Consent provided,Web,6/8/2025,Closed with explanation,Yes,,13955102,"to the consumer financial protection bureau, i am writing to confirm that i, xxxx xxxx xxxx, am the person who submitted the attached debt validation letter regarding zions debt holdings and the account related to xxxx xxxx xxxx i submitted this letter myself in good faith, and it is not on behalf of anyone else. if there is any confusion or need for verification, i am happy to confirm my identity. you may reach me directly at xxxx or by email at xxxx. thank you for your time and for helping ensure that my rights under the fair debt collection practices act and the fair credit reporting act are protected. sincerely, xxxx xxxx xxxx xxxx xxxx ct xxxx, ga xxxx",2025-06,120
2025-06-11,debt_collection,Other debt,Attempts to collect debt not owed,Debt was result of identity theft,"I am sending this asking for your help to file a formal complaint against I.C. SYSTEM, INC regarding an account I have with them XXXX XXXX XXXX XXXX XXXX I believe that this account needs to be removed from my credit report due to error, fraud, and be remove. Here are the details of my complaint : I.C. SYSTEM, INC ( Original Creditor : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  Balance : {$710.00} I have reason to believe that this account was opened fraudulently in my name, and despite my attempts to resolve the issue with the creditor, they have not taken appropriate action to remove the account from my credit report. I have disputed this account with the creditor, but it remains unresolved I am requesting that this account be removed from my credit report, as it is causing significant damage to my credit history and standing. I have made multiple attempts to resolve this matter directly with I.C. SYSTEM, INC buttonoavail.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"I.C. System, Inc.",TX,77346,,Consent provided,Web,6/11/2025,Closed with explanation,Yes,,14027299,"i am sending this asking for your help to file a formal complaint against i.c. system, inc regarding an account i have with them xxxx xxxx xxxx xxxx xxxx i believe that this account needs to be removed from my credit report due to error, fraud, and be remove. here are the details of my complaint i.c. system, inc original creditor xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx balance 710.00 i have reason to believe that this account was opened fraudulently in my name, and despite my attempts to resolve the issue with the creditor, they have not taken appropriate action to remove the account from my credit report. i have disputed this account with the creditor, but it remains unresolved i am requesting that this account be removed from my credit report, as it is causing significant damage to my credit history and standing. i have made multiple attempts to resolve this matter directly with i.c. system, inc buttonoavail.",2025-06,161
2025-06-07,credit_card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I received an email in XXXX from my XXXX XXXX XXXX saying that I was late on my Home Depot card account. I immediately called Home Depot and tried to set up a fraudulent charge but they couldnt verify my identity because someone changed everything in their system. Then they sent the verification letter to my home address and I finally was able to do the fraud claim. I had multiple problems with this due to all the misinformation I received from the employees at Citicard and Home Depot. I just was notified that they found my charges weee not fraud and now I am contacting you because this is not right. I received a copy of the receipt showing it was done online for a store in XXXX XXXX Illinois and sent to an address in Illinois. I have lived in Colorado since I opened this Home Depot account and have never lived at the address listed in the receipt or had the email address, address or phone number on this receipt. Please help since they are reporting I am late on my payments to my credit reporting companies.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CO,80128,Servicemember,Consent provided,Web,6/7/2025,Closed with monetary relief,Yes,,13950990,"i received an email in xxxx from my xxxx xxxx xxxx saying that i was late on my home depot card account. i immediately called home depot and tried to set up a fraudulent charge but they couldnt verify my identity because someone changed everything in their system. then they sent the verification letter to my home address and i finally was able to do the fraud claim. i had multiple problems with this due to all the misinformation i received from the employees at citicard and home depot. i just was notified that they found my charges weee not fraud and now i am contacting you because this is not right. i received a copy of the receipt showing it was done online for a store in xxxx xxxx illinois and sent to an address in illinois. i have lived in colorado since i opened this home depot account and have never lived at the address listed in the receipt or had the email address, address or phone number on this receipt. please help since they are reporting i am late on my payments to my credit reporting companies.",2025-06,190
2025-06-07,debt_collection,Other debt,Written notification about debt,Didn't receive enough information to verify debt,"I am filing this complaint as notice of my intent to sue Radius Global Solutions, LLC, for violating the Fair Debt Collection Practices Act ( FDCPA ). I received a debt collection letter from Radius alleging that I owe a consumer debt of {$2300.00} to XXXXXXXX XXXX XXXXXXXX, on or around XX/XX/year>. I submitted a written dispute and validation request on XX/XX/year>, and clearly instructed Radius to respond only by email at XXXX. This was stated in writing and reinforced in my initial email to the address they provided ( XXXX ). 

Despite this, Radius mailed a response to my home address. Their disregard for my written request for email-only communication is a violation of FDCPA 805 ( c ) and constitutes harassing or unfair contact under 806.

Additionally, their mailed response failed to include any valid proof of debt. No original signed agreement, contract, or documentation exists to prove that I agreed to the debt. I was provided only with internal ledger entries. This does not satisfy the validation requirements under FDCPA 809 ( 15 U.S.C. 1692g ).

This incident has caused emotional distress, anxiety, confusion, and embarrassment, especially as someone in my household saw the letter and questioned why I was receiving collection mail. I feel publicly shamed over a debt I do not even recognize. Their actions have disrupted my peace of mind and invaded my privacy.

I am requesting full accountability, an internal investigation into this handling, and confirmation that this alleged debt will no longer be pursued by Radius or reported to any credit reporting agencies.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Radius Global Solutions LLC,MI,48205,,Consent provided,Web,6/7/2025,Closed with non-monetary relief,Yes,,13952191,"i am filing this complaint as notice of my intent to sue radius global solutions, llc, for violating the fair debt collection practices act fdcpa . i received a debt collection letter from radius alleging that i owe a consumer debt of 2300.00 to xxxxxxxx xxxx xxxxxxxx, on or around xxxxyear. i submitted a written dispute and validation request on xxxxyear, and clearly instructed radius to respond only by email at xxxx. this was stated in writing and reinforced in my initial email to the address they provided xxxx . despite this, radius mailed a response to my home address. their disregard for my written request for email-only communication is a violation of fdcpa 805 c and constitutes harassing or unfair contact under 806. additionally, their mailed response failed to include any valid proof of debt. no original signed agreement, contract, or documentation exists to prove that i agreed to the debt. i was provided only with internal ledger entries. this does not satisfy the validation requirements under fdcpa 809 15 u.s.c. 1692g . this incident has caused emotional distress, anxiety, confusion, and embarrassment, especially as someone in my household saw the letter and questioned why i was receiving collection mail. i feel publicly shamed over a debt i do not even recognize. their actions have disrupted my peace of mind and invaded my privacy. i am requesting full accountability, an internal investigation into this handling, and confirmation that this alleged debt will no longer be pursued by radius or reported to any credit reporting agencies.",2025-06,256
